timestamp_utc,frame,group,pose,attempt,source_path,raw_path,alpha_path,frame_path,contact_path,qa_json_path,decision,notes
2026-06-24T23:34:43.787999+00:00,00,idle,"neutral standing rest, side view facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_02661b15f8849f80016a3c6968f5288191b0077462ff316f79.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-00-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-00-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-00.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-00-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-00-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:35:35.758831+00:00,01,idle,"soft breathing rest, side view facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_020e8c4a147c129c016a3c69a1f4608191b5d179a87716ca3f.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-01-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-01-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-01.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-01-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-01-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:36:25.422700+00:00,02,idle,"tiny weight shift, side view facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_0e207f7f7b3508ba016a3c69cf2ce48191806219d4e6b9e952.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-02-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-02-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-02.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-02-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-02-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:37:17.823788+00:00,03,idle,"settled crouch rest, side view facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_0dac3d65341cf5ac016a3c6a00ac908191a43783b0998d0f17.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-03-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-03-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-03.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-03-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-03-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:38:08.965579+00:00,04,walk,"walk cycle contact, front paw forward, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_05d1ea4b7026e129016a3c6a357d088191b920909b439d1f0e.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-04-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-04-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-04.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-04-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-04-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:39:08.298805+00:00,05,walk,"walk cycle passing step, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_0aec51a6b7b89650016a3c6a6a8f548191b6bba15d23b9f97c.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-05-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-05-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-05.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-05-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-05-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:40:04.045129+00:00,06,walk,"walk cycle rear push, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_0fd175f6a9df8964016a3c6aa5cf0081918694fb0e3a916090.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-06-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-06-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-06.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-06-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-06-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:41:35.591154+00:00,07,walk,"walk cycle lifted forepaw, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_00922a3a1aa620a9016a3c6affc6e081918bfce25d01c59fb5.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-07-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-07-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-07.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-07-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-07-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:42:32.468986+00:00,08,walk,"walk cycle low body step, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_0af94e2f45b8156a016a3c6b38bf648191989c753492d51d70.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-08-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-08-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-08.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-08-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-08-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
2026-06-24T23:43:29.597589+00:00,09,walk,"walk cycle opposite contact, facing right",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_013d70af14c84477016a3c6b71d4248191a5608af83532f92a.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/raw/frame-09-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/alpha/frame-09-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/frames/frame-09.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/contacts/frame-09-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625/hamster/qa/frame-09-attempt-01-qa.json,candidate,initial one-frame built-in imagegen candidate
