timestamp_utc,frame,group,pose,attempt,source_path,raw_path,alpha_path,frame_path,contact_path,qa_json_path,decision,notes
2026-06-25T00:42:56.651730+00:00,40,chew,"sitting low, front paws near mouth, chewing",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_042a65426583decd016a3c796a1e108191a8a41fe1d9a55b27.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-40-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-40-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-40.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-40-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-40-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:44:33.042287+00:00,40,chew,"sitting low, front paws near mouth, chewing",2,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0cc27006949ace6e016a3c79c4a6d48191ab40355f6608e9ec.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-40-attempt-02-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-40-attempt-02-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-40.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-40-attempt-02-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-40-attempt-02-qa.json,candidate,retry: visible white tail and right-facing chew
2026-06-25T00:46:24.118447+00:00,41,chew,"round cheek chew, front paws tucked",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_03d2fb73483bc831016a3c79fd011081918f3b8d57ec99b489.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-41-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-41-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-41.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-41-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-41-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:47:16.915349+00:00,42,chew,"small bite motion, head slightly down",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0af0c163f99dac16016a3c7a657e0c8191a3edfbf7887ad47c.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-42-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-42-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-42.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-42-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-42-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:48:19.190939+00:00,43,chew,"chew pause, cheeks rounded",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_08232f8a2df17e4e016a3c7a9a61608191a8d2b0cfbf1e0704.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-43-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-43-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-43.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-43-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-43-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:49:22.930380+00:00,43,chew,"chew pause, cheeks rounded",2,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0428a18462ed8a03016a3c7adaef84819188d6cfde2b53bb68.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-43-attempt-02-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-43-attempt-02-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-43.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-43-attempt-02-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-43-attempt-02-qa.json,candidate,retry: remove green residue
2026-06-25T00:50:23.736728+00:00,44,ground_check,"nose to floor checking ground, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0e48ffbc8a72d889016a3c7b1bc9cc8191a3d7b4ecdf8cfdef.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-44-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-44-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-44.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-44-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-44-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:51:28.255155+00:00,45,ground_check,"front paws low, inspecting ground, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_029668ebfb495bc5016a3c7b590ed081918dbe454e12a672e4.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-45-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-45-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-45.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-45-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-45-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:53:37.204121+00:00,46,ground_check,"head sweeping along ground, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_09594079fd5ce70f016a3c7bc1861481918d4b70349744fb69.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-46-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-46-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-46.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-46-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-46-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:56:19.482879+00:00,47,ground_check,"nose down pause, long ears held back, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_09987d8012cfbb03016a3c7c4fe15081918eb68df57dcbbe3b.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-47-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-47-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-47.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-47-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-47-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:57:56.260693+00:00,48,alert_rest_ear_twitch,"alert rest with head raised and long ears upright, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0b4180ca2ed3d32f016a3c7cd4ae988191bb15cb6b2136bcf0.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-48-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-48-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-48.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-48-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-48-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T00:59:09.953899+00:00,49,alert_rest_ear_twitch,"alert ears forward, still body, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_046ea9b4ca2527a4016a3c7d245d788191b706cfc4ea0a6d87.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-49-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-49-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-49.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-49-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-49-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T01:00:19.226565+00:00,50,alert_rest_ear_twitch,"upright attentive rest, one ear subtly twitching",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_02cd53a5addf76d3016a3c7d68549c81918ffbcdb429b74b1f.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-50-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-50-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-50.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-50-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-50-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T01:02:00.257332+00:00,51,alert_rest_ear_twitch,"alert crouch ready to hop, facing right",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0a85f4f898e93121016a3c7dc399e081919a4066578b8e6f06.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-51-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-51-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-51.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-51-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-51-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T01:03:28.174501+00:00,51,alert_rest_ear_twitch,"alert crouch ready to hop, facing right",2,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0800637db2c71be8016a3c7e15d4ac819186bea9a08e8dbce6.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-51-attempt-02-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-51-attempt-02-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-51.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-51-attempt-02-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-51-attempt-02-qa.json,candidate,retry: remove green residue
2026-06-25T01:05:04.381260+00:00,52,face_groom,"front paws washing face, compact sitting rabbit pose",1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0a33ab142cf86654016a3c7e8199f881919ffe30ddab0f86d0.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-52-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-52-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-52.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-52-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-52-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T01:06:58.595589+00:00,53,face_groom,"one paw over cheek, compact sitting rabbit pose",1,/Users/kyota/.codex/generated_images/019efbf9-19a4-7881-9682-89730ce41e9c/ig_06a84927f588eb2a016a3c7ec796cc8191833ec89c386a1c9a.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-53-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-53-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-53.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-53-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-53-attempt-01-qa.json,candidate,initial rescue candidate
2026-06-25T01:10:30.443645+00:00,53,face_groom,"one paw over cheek, compact sitting rabbit pose",2,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_019f8c4c06ab11fe016a3c7fc923c88191b1e4f089e0ac3f89.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-53-attempt-02-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-53-attempt-02-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-53.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-53-attempt-02-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-53-attempt-02-qa.json,candidate,retry: thread-local source and remove green residue
2026-06-25T01:11:50.173057+00:00,54,face_groom,both paws near nose grooming,1,/Users/kyota/.codex/generated_images/019efc37-515b-78a3-aacc-847ecb5c246c/ig_0c418eb3e2de5d9e016a3c801c73e0819188123b720b91b875.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/raw/frame-54-attempt-01-raw.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/alpha/frame-54-attempt-01-alpha.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/frames/frame-54.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/contacts/frame-54-attempt-01-contact.png,docs/art-source/one-frame-method-fullrun-20260625-rescue/rabbit-40-61/qa/frame-54-attempt-01-qa.json,candidate,initial rescue candidate
